BillingCity;BillingCountry;BillingPostalCode;BillingState;BillingStreet;CEP__c;Codigo_do_Cliente_SAP__c;CodigoClienteSAPRecebedor_DFV__c;Inscricao_Estadual__c;Inscricao_Municipal__c;Inscricao_SUFRAMA__c;Inscricao_INSS_CEI__c;RNE__c;UFCapex__c;Data_abertura_empresa__c;Data_Expedicao_RNE__c;Status_da_Conta__c;Caldeira__c;Corporativo__c;Cozinha_Industrial__c;Ecodriyer__c;Forno__c;Gerador_Eletrico__c;Key_Account__c;Orgao_Publico__c;SMG__c;TPC__c;Usina_de_Asfalto__c;Venda_Spot__c;Condicao_de_Pagamento__c;Escritorio_de_Vendas2__c;Grupo_Clientes2__c;Grupo_de_Contas2__c;Subsegmento__c;Estabelecimento_Unidade_de_Negocio_SHV__c;Consultor_Remunerado_pela_Prospec_o__c;OwnerId;Vendedor_VIc;Latitude__c;Longitude__c;Mesorregiao__c;BairroCapexc;Cidade_Satelite__c;Complemento2c;Nome_Fantasia_Apelidoc;Condicoes_de_abastecimentoc;Rua_nc;Mes_de_Reajustec;Cidadec;Paisc;Name;Regiao__c;Numero_do_Documento__c;Numero__c;Codigo_Parceiro_Negocio__c;RecordTypeId;Segmentoc;ShippingCity;ShippingCountry;ShippingPostalCode;ShippingState;ShippingStreet;Tipoc;Ativacao_de_clientec;Inativacao_de_Clientec;Dados_Adicionaisc;Politica_de_Relacionamentoc;Volume_Potencial__c;Id
SAO JOSE DE RIBAMAR;BR;65110-000;MA;"AV ATLANTICA 10 PRAIA DA PONT GROSSA ";65110-000;0001163665;0001163665;ISENTO;ISENTO;;00000000000000000000;NULL;MA;NULL;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hlIAB;a0xF000001OjABcIAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvpMAF;a0BA000000BkujGMAR;;005F00000040CrrIAE;NULL;;;NULL;PRAIA DA PONT GROSSA;;;CONDOMINIO RESIDENCIAL SAINT TROPEZ;Entregando;AV ATLANTICA;;SAO JOSE DE RIBAMAR;BR;CONDOMINIO RESIDENCIAL SAINT TROPEZ;NULL;07561088000160;10;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;SAO JOSE DE RIBAMAR;BR;65110-000;MA;"AV ATLANTICA 10 PRAIA DA PONT GROSSA ";Pessoa Jurídica;;;;D;0;001F000000gUlIDIA0
VITORINO;BR;85520-000;PR;"SITIO MENIN SN ZONA RURAL  LINHA SAO VALENTIN ";85520-000;0001937143;0001937143;9525596130;ISENTO;;00000000000000000000;NULL;PR;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hdIAB;a0xF000001OjABGIA3;a15F0000003QQafIAG;a17F000000R17A0IAJ;a0CF000000OdDvjMAF;a0BA000000Bkuk0MAB;NULL;005A0000001KwVdIAK;NULL;;;NULL;LINHA SAO VALENTIN;;;PAULO MENIN;Entregando;SITIO MENIN SN ZONA RURAL;;VITORINO;BR;PAULO MENIN;NULL;47359250900;NULL;NULL;012A0000000ernMIAQ;a0AA0000005k9HAMAY;VITORINO;BR;85520-000;PR;"SITIO MENIN SN ZONA RURAL  LINHA SAO VALENTIN ";Pessoa Física;;;;;00002;001F000001WmXLJIA3
VACARIA;BR;95200-001;RS;"RUA BORGES DE MEDEIROS 1674 CENTRO ";95200-001;0003653522;0003653522;ISENTO;ISENTO;;00000000000000000000;NULL;RS;1951-06-30;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hdIAB;a0xF000001OjABKIA3;a15F0000003QQafIAG;a17F000000R17A2IAJ;a0CF000000OdDvkMAF;a0BA000000Bkuj9MAB;005F0000006CJKTIA4;0052A000008Ob4wQAC;NULL;;;NULL;CENTRO;;;RESIDENCIAL MALBEC;Entregando;RUA BORGES DE MEDEIROS;08 AGOSTO;VACARIA;BR;PEDRINHO MOLON;NULL;11514183072;1674;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;VACARIA;BR;95200-001;RS;"RUA BORGES DE MEDEIROS 1674 CENTRO ";Pessoa Física;NOVO NEGÓCIO;;;E;0.74;0012A00002KVOTnQAP
BARUERI;BR;06416-180;SP;RUA GUARANTAM 103 103 VILA ENGENHO NOVO LOJA 1;06416-180;0003993058;0003767272;206831411119;ISENTO;;00000000000000000000;NULL;SP;2022-12-21;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hlIAB;a0xF000001OjAB0IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwEMAV;a0BA000000BkukoMAB;;;NULL;;;NULL;VILA ENGENHO NOVO;;LOJA 1;48.950.536 MAGNA RAISSA QUIRINO MAT;Entregando;RUA GUARANTAM;01 JANEIRO;BARUERI;BR;48.950.536 MAGNA RAISSA QUIRINO MAT;NULL;48950536000102;103;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;BARUERI;BR;06416-180;SP;RUA GUARANTAM 103 VILA ENGENHO NOVO LOJA 1;Pessoa Jurídica;SUCESSÃO (TROCA TITULARIDADE);;;D;0.00;0014z00001pWZEbAAO
BELO HORIZONTE;BR;30330-210;MG;R SAGARANA 143 SAO PEDRO APT 301;30330-210;0001931147;0001931147;ISENTO;ISENTO;;00000000000000000000;NULL;MG;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hWIAR;a0xF000001OjABCIA3;a15F0000003QQafIAG;a17F000000R17A2IAJ;a0CF000000OdDvkMAF;a0BA000000BkujYMAR;005F0000007f7eTIAQ;005F0000007f7eTIAQ;NULL;;;NULL;SAO PEDRO;;APT 301;LILIANE COSTA CRUZ FONSECA;Entregando;R SAGARANA;;BELO HORIZONTE;BR;LILIANE COSTA CRUZ FONSECA;NULL;88189120620;143;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;BELO HORIZONTE;BR;30330-210;MG;R SAGARANA 143 SAO PEDRO APT 301;Pessoa Física;;;;;00000;001F000000luYnCIAU
RIO DE JANEIRO;BR;22610-002;RJ;"EST DA GAVEA 636 SAO CONRADO ";22610-002;0000938959;0000938959;77027840;ISENTO;;00000000000000000000;NULL;RJ;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hjIAB;a0xF000001OjAB8IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BA000000Bkuk9MAB;005F0000005t4AaIAI;005F0000001xjOCIAY;NULL;;;NULL;SAO CONRADO;;;ZONA ZEN;Entregando;EST DA GAVEA;06 JUNHO;RIO DE JANEIRO;BR;RESTAURANTE ENCONTRO SAO CONRADO EI;NULL;03773880000127;636;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;RIO DE JANEIRO;BR;22610-002;RJ;"EST DA GAVEA 636 SAO CONRADO ";Pessoa Jurídica;;;;;0.538;001A000000d7cpfIAA
CHAPECO;BR;89801-000;SC;R D 165 EFPAI D LOTE CAMPINAS II;89801-000;0001223237;0001223237;ISENTO;ISENTO;;00000000000000000000;NULL;SC;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hjIAB;a0xF000001OjABKIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvpMAF;a0BA000000BkujCMAR;005F0000005BrsZIAS;0051Y00000AYOJaQAP;NULL;;;NULL;EFPAI;;D LOTE CAMPINAS II;RESIDENCIAL CLOS APALTA;Entregando;R D;07 JULHO;CHAPECO;BR;CONDOMINIO RESIDENCIAL CLOS APALTA;NULL;14874748000128;165;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;CHAPECO;BR;89801-000;SC;R D 165 EFPAI D LOTE CAMPINAS II;Pessoa Jurídica;;;;C;0.053;001F000000r1rf9IAA
VITORIA;BR;29050-420;ES;AV AMERICO BUAIZ 200 ENSEADA DO SUA LOJA 266 S VIT;29050-420;0001110729;0001110729;081929005;ISENTO;;00000000000000000000;NULL;ES;NULL;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;NULL;a0xF000001OjABAIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BA000000BkukgMAB;005F0000005Nk2rIAC;0052A000008OXH3QAO;NULL;;;NULL;ENSEADA DO SUA;;LOJA 266 S VITORIA;EL RACHID ALIMENTOS LTDA EPP;Entregando;AV AMERICO BUAIZ;;VITORIA;BR;EL RACHID ALIMENTOS LTDA EPP;NULL;02182516000120;200;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;VITORIA;BR;29050-420;ES;AV AMERICO BUAIZ 200 ENSEADA DO SUA LOJA 266 S VIT;Pessoa Jurídica;;;;;0;001A000000d7MyjIAE
MANDAGUARI;BR;86975-000;PR;"RUA CARLOS ABIALE 29 POPULAR 02 ";86975-000;0000271463;0000271463;7020001733;ISENTO;;00000000000000000000;NULL;PR;NULL;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hPIAR;a0xF000001OjABJIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvgMAF;a0BA000000Bkuk3MAB;NULL;005A0000001KwVdIAK;NULL;;;NULL;POPULAR 02;;;MERCEARIA DO JACARE LTDA;Retirando;RUA CARLOS ABIALE;;MANDAGUARI;BR;MERCEARIA DO JACARE LTDA;NULL;79061727000139;29;NULL;012A0000000ernRIAQ;a0AF000000KjxfyMAB;MANDAGUARI;BR;86975-000;PR;"RUA CARLOS ABIALE 29 POPULAR 02 ";Pessoa Jurídica;;;;;0;001F000000qFVDrIAO
SAO LUIS;BR;65099-110;MA;AV DOS HOLANDESES  PONTA DO FAROL QD VIII LT 6 A 1;65099-110;0000992166;0000992166;122083571;ISENTO;;00000000000000000000;NULL;MA;NULL;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hPIAR;a0xF000001OjABcIAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvpMAF;a0BA000000BkujGMAR;;;NULL;;;NULL;PONTA DO FAROL;;QD VIII LT 6 A 14 E22;CONDOMINIO TOSCANA;Entregando;AV DOS HOLANDESES;;SAO LUIS;BR;CONDOMINIO RESIDENCIAL TOSCANA;NULL;03347719000191;NULL;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;SAO LUIS;BR;65099-110;MA;AV DOS HOLANDESES  PONTA DO FAROL QD VIII LT 6 A 1;Pessoa Jurídica;;;;;00000;001F000000j7eXPIAY
PARAIBA DO SUL;BR;25850-000;RJ;"ROD BR 393 S/N KM 193  CENTRO ";25850-000;0001183639;0001183639;ISENTO;ISENTO;;00000000000000000000;NULL;RJ;NULL;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hkIAB;a0xF000001OjAB8IAN;a15F0000003QQafIAG;a17F000000R17A2IAJ;a0CF000000OdDvkMAF;a0BA000000Bkuk9MAB;;0052A000008O44KQAS;NULL;;;NULL;CENTRO;;;JESUS SANTOS CARLOS;Entregando;ROD BR 393 S/N KM 193;03 MARÇO;PARAIBA DO SUL;BR;JESUS SANTOS CARLOS;NULL;83826211715;NULL;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;PARAIBA DO SUL;BR;25850-000;RJ;"ROD BR 393 S/N KM 193  CENTRO ";Pessoa Física;;;;C;1.4;001F000000mEEZuIAO
BELO HORIZONTE;BR;30411-200;MG;"R TURFA 775 PRADO ";30411-200;0001200773;0001200773;ISENTO;ISENTO;;00000000000000000000;NULL;MG;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hkIAB;a0xF000001OjABCIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwDMAV;a0BA000000BkujYMAR;005F0000002SupkIAC;005F0000003vOwfIAE;NULL;;;NULL;PRADO;;;PERFIL SERVICE LTDA EPP;Entregando;R TURFA;;BELO HORIZONTE;BR;PERFIL SERVICE LTDA EPP;NULL;11667791000124;775;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;BELO HORIZONTE;BR;30411-200;MG;"R TURFA 775 PRADO ";Pessoa Jurídica;;;;;0;001F000000nGsbRIAS
SETE LAGOAS;BR;35700-312;MG;AV DOUTOR RENATO AZEREDO 181 CANAAN A;35700-312;0001248310;0001248310;6721763210058;ISENTO;;00000000000000000000;NULL;MG;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hPIAR;a0xF000001OjABCIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BF000000MlLASMA3;005F0000007f7eTIAQ;005F0000007f7eTIAQ;NULL;;;NULL;CANAAN;;A;CHOPERIA VERONA LTDA ME;Entregando;AV DOUTOR RENATO AZEREDO;;SETE LAGOAS;BR;CHOPERIA VERONA LTDA ME;NULL;05063055000164;181;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;SETE LAGOAS;BR;35700-312;MG;AV DOUTOR RENATO AZEREDO 181 CANAAN A;Pessoa Jurídica;;;;;0;001F000000vZ3mZIAS
SAO JOSE DO RIO PRETO;BR;15025-100;SP;"RUA DOUTOR PRESCILIANO PINTO 307 BOA VISTA ";15025-100;0003637856;0003637856;ISENTO;ISENTO;;00000000000000000000;NULL;SP;2013-01-08;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjAB4IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvpMAF;a0BA000000BkuksMAB;005F00000027HgqIAE;0051Y000009YDC5QAO;NULL;;;NULL;BOA VISTA;;;CONDOMINIO BELA VISTA;Entregando;RUA DOUTOR PRESCILIANO PINTO;05 MAIO;SAO JOSE DO RIO PRETO;BR;ASSOCIACAO RES BELA VISTA ARBV;NULL;17597671000184;307;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;SAO JOSE DO RIO PRETO;BR;15025-100;SP;"RUA DOUTOR PRESCILIANO PINTO 307 BOA VISTA ";Pessoa Jurídica;NOVO NEGÓCIO;;;D;0.49;0012A00002MWrKJQA1
MARILIA;BR;17509-051;SP;"AV DAS INDUSTRIAS 160 MARILIA ";17509-051;0001167167;0001167167;438200400112;ISENTO;;00000000000000000000;NULL;SP;NULL;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hPIAR;a0xF000001OjAB6IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BA000000BkuktMAB;;005A0000001KwVdIAK;NULL;;;NULL;MARILIA;;;A PRACA E NOSSA;Entregando;AV DAS INDUSTRIAS;;MARILIA;BR;A M LANCHES DE MARILIA LTDA ME;NULL;04686798000128;160;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;MARILIA;BR;17509-051;SP;"AV DAS INDUSTRIAS 160 MARILIA ";Pessoa Jurídica;;;;;0.42;001F000000hT0qjIAC
FORTALEZA;BR;60430-140;CE;"R PRF COSTA MENDES 2163 RODOLFO TEOFILO ";60430-140;0001116644;0001116644;ISENTO;ISENTO;;00000000000000000000;NULL;CE;NULL;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hRIAR;a0xF000001OjABaIAN;a15F0000003QQafIAG;a17F000000R17A2IAJ;a0CF000000OdDvkMAF;a0B4z00001PwiM7EAJ;NULL;005A0000001KwVdIAK;NULL;;;NULL;RODOLFO TEOFILO;;;MARCIO DE SOUSA GONCALVES;Entregando;R PRF COSTA MENDES;;FORTALEZA;BR;MARCIO DE SOUSA GONCALVES;NULL;73462136372;2163;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;FORTALEZA;BR;60430-140;CE;"R PRF COSTA MENDES 2163 RODOLFO TEOFILO ";Pessoa Física;;;;;00000;001A000000d7ZYkIAM
PETROPOLIS;BR;25730-740;RJ;"ESTRADA UNIAO E INDUSTRIA 10733 ITAIPAVA ";25730-740;0003624470;0003624470;79883336;ISENTO;;00000000000000000000;NULL;RJ;2013-03-21;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjAB8IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BA000000Bkuk9MAB;005F0000002J1q3IAC;0052A000008O44KQAS;NULL;;;NULL;ITAIPAVA;;;GALETO DE ITAIPAVA;Entregando;ESTRADA UNIAO E INDUSTRIA;02 FEVEREIRO;PETROPOLIS;BR;GALETO DE ITAIPAVA COM ALIMENTOS LT;NULL;17792861000152;10733;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;PETROPOLIS;BR;25730-740;RJ;"ESTRADA UNIAO E INDUSTRIA 10733 ITAIPAVA ";Pessoa Jurídica;NOVO NEGÓCIO;;;E;0;0012A00002JNKIxQAP
UBERLANDIA;BR;38408-663;MG;"AV JOAO NAVES DE AVILA 6030 PAMPULHA ";38408-663;0003604833;0003604833;0026483840047;ISENTO;;00000000000000000000;NULL;MG;2015-10-22;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hdIAB;a0xF000001OjABEIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BA000000BkujWMAR;005F0000001wEcRIAU;0054z000009NPyIAAW;NULL;;;NULL;PAMPULHA;;;D PAULA PADARIA E ROTISSERIA;Entregando;AV JOAO NAVES DE AVILA;09 SETEMBRO;UBERLANDIA;BR;D PAULA COM IND ALIMENTOS EIRELI;NULL;23524817000164;6030;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;UBERLANDIA;BR;38408-663;MG;"AV JOAO NAVES DE AVILA 6030 PAMPULHA ";Pessoa Jurídica;;;;;00200;0012A00002GRWKYQA5
CUIABA;BR;78070-000;MT;"R LUIZ ANTONIO DE FIGUEIREDO 10 JARDIM PETROPOLIS ";78070-000;0001966498;0001966498;134819055;ISENTO;;00000000000000000000;NULL;MT;2013-01-23;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hdIAB;a0xF000001OjABQIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvrMAF;a0BA000000BkuisMAB;005F0000001vviqIAA;0054z000008nMQvAAM;NULL;;;NULL;JARDIM PETROPOLIS;;;UNIKO 87 EMPREENDIMENTOS LTDA;Entregando;R LUIZ ANTONIO DE FIGUEIREDO;;CUIABA;BR;UNIKO 87 EMPREENDIMENTOS LTDA;NULL;15810099000164;10;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;CUIABA;BR;78070-000;MT;"R LUIZ ANTONIO DE FIGUEIREDO 10 JARDIM PETROPOLIS ";Pessoa Jurídica;NOVO NEGÓCIO;;;;0;001F000001kgGJhIAM
ITAJAI;BR;88307-102;SC;"R JOSE GALL 1545 CARVALHO 1545 CARVALHO ";88307-102;0003862720;0003862720;ISENTO;ISENTO;;00000000000000000000;NULL;SC;2018-06-11;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjABGIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvrMAF;a0BA000000Bkuk2MAB;005F0000001uQPJIA2;005F0000001uQP2IAM;NULL;;;NULL;CARVALHO;;;DALL CONSTRUCOES LTDA;Entregando;R JOSE GALL 1545 CARVALHO;07 JULHO;ITAJAI;BR;DALL CONSTRUCOES LTDA;NULL;11306970000489;1545;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;ITAJAI;BR;88307-102;SC;"R JOSE GALL 1545 CARVALHO 1545 CARVALHO ";Pessoa Jurídica;NOVO NEGÓCIO;SUCEDIDO;;D;1.610;0014z00001eBAGrAAO
ITABIRA;BR;35900-000;MG;V JOO PINHEIRO 273 CENTRO A;35900-000;0000997743;0000997743;ISENTO;ISENTO;;00000000000000000000;NULL;MG;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hWIAR;a0xF000001OjABCIA3;a15F0000003QQafIAG;a17F000000R17A2IAJ;a0CF000000OdDvkMAF;a0BA000000BkujZMAR;0051Y00000AVtedQAD;005F0000001d3xwIAA;NULL;;;NULL;CENTRO;;A;MARIA LUCIA MARTINS DA COSTA SILVA;Entregando;V JOO PINHEIRO;;ITABIRA;BR;MARIA LUCIA MARTINS DA COSTA SILVA;NULL;72918845604;273;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;ITABIRA;BR;35900-000;MG;V JOO PINHEIRO 273 CENTRO A;Pessoa Física;;;;;0;001F000000n5ZDwIAM
PONTA GROSSA;BR;84010-370;PR;"RUA GENERAL CARNEIRO 1318 CENTRO ";84025-510;0003706074;0003706107;ISENTO;ISENTO;;00000000000000000000;NULL;PR;2011-05-24;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hlIAB;a0xF000001OjABGIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvrMAF;a0BA000000BkujyMAB;0052A000008O5O1QAK;0051Y00000BeYE2QAN;NULL;;;NULL;UVARANAS;;;R M M CONSULTORIA E ENG EIRELLE;Entregando;RUA TOMAZINA;06 JUNHO;PONTA GROSSA;BR;R M M CONSULTORIA E ENG EIRELLE;NULL;13820990000156;183;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;PONTA GROSSA;BR;84025-510;PR;"RUA TOMAZINA 183 UVARANAS ";Pessoa Jurídica;NOVO NEGÓCIO;;;E;0.84;0011Y00002kLA4LQAW
BRASILIA;BR;71200-040;DF;TR SIA TRECHO 4  ZONA INDUSTRIAL GUARA LOTE 620 63;71200-040;0003650967;0003650967;0745770600195;ISENTO;;00000000000000000000;NULL;DF;2004-07-23;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjABMIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvmMAF;a0BA000000BkuiyMAB;0052A000008MJJzQAO;0051Y000009YLFWQA4;NULL;;;NULL;ZONA INDUSTRIAL GUARA;;LOTE 620 630 E 640;ITATIAIA ATACADISTA;Entregando;TR SIA TRECHO 4;;BRASILIA;BR;ITATIAIA COM DE MAT PARA CONSTRUCAO;NULL;06862927000117;NULL;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;BRASILIA;BR;71200-040;DF;TR SIA TRECHO 4  ZONA INDUSTRIAL GUARA LOTE 620 63;Pessoa Jurídica;NOVO NEGÓCIO;;;;0;0012A00002NJu6JQAT
JABOATAO DOS GUARARAPES;BR;54340-100;PE;R MARACANA LOT R DA LAGOA  PRAZERES LOTE 12A QUADR;54340-100;0000210986;0000210986;000758841;ISENTO;;00000000000000000000;NULL;PE;NULL;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hoIAB;a0xF000001OjABYIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwBMAV;a0B4z00001PwiM2EAJ;005F0000001wSmoIAE;005F0000005MHuBIAW;NULL;;;NULL;PRAZERES;;LOTE 12A QUADRA E2;INDUSTRIA DE PLASTICOS GUARARAPES;Entregando;R MARACANA LOT R DA LAGOA;;JABOATAO DOS GUARARAPES;BR;GUARARAPES INDUSTRIAL LTDA EPP;NULL;10844041000118;NULL;NULL;012A0000000ernMIAQ;a0AA0000005k9H9MAI;JABOATAO DOS GUARARAPES;BR;54340-100;PE;R MARACANA LOT R DA LAGOA  PRAZERES LOTE 12A QUADR;Pessoa Jurídica;;;;D;0.2;001A000000d7jLCIAY
ITAJUBA;BR;37500-209;MG;"AVENIDA BPS 1914 CRUZEIRO 1914 CRUZEIRO ";37500-209;0003729639;0003729639;0016268640020;ISENTO;;00000000000000000000;NULL;MG;2010-07-12;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjAB2IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDw2MAF;a0BA000000BkukrMAB;005F0000001vkhhIAA;0052A000008Nhg6QAC;NULL;;;NULL;CRUZEIRO;;;HAB TATI HOTEL LTDA;Entregando;AVENIDA BPS 1914 CRUZEIRO;10 OUTUBRO;ITAJUBA;BR;HAB TATI HOTEL LTDA;NULL;12210790000119;1914;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;ITAJUBA;BR;37500-209;MG;"AVENIDA BPS 1914 CRUZEIRO 1914 CRUZEIRO ";Pessoa Jurídica;NOVO NEGÓCIO;;;C;0.380;0011Y00002usXVdQAM
RECIFE;BR;51021-100;PE;"R TENENTE DOMINGOS DE BRITO 393 BOA VIAGEM ";51021-100;0001176214;0001176214;ISENTO;ISENTO;;00000000000000000000;NULL;PE;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hoIAB;a0xF000001OjABYIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvpMAF;a0B4z00001PwiM2EAJ;005F0000005MHuBIAW;0051Y00000AT5HaQAL;NULL;;;NULL;BOA VIAGEM;;;COND EDF CHIEVO VERONA;Entregando;R TENENTE DOMINGOS DE BRITO;01 JANEIRO;RECIFE;BR;COND EDF CHIEVO VERONA;NULL;14353152000182;393;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;RECIFE;BR;51021-100;PE;"R TENENTE DOMINGOS DE BRITO 393 BOA VIAGEM ";Pessoa Jurídica;;;;;0.13;001F000000ke6qqIAA
