BillingCity;BillingCountry;BillingPostalCode;BillingState;BillingStreet;CEP__c;Codigo_do_Cliente_SAP__c;CodigoClienteSAPRecebedor_DFV__c;Inscricao_Estadual__c;Inscricao_Municipal__c;Inscricao_SUFRAMA__c;Inscricao_INSS_CEI__c;RNE__c;UFCapex__c;Data_abertura_empresa__c;Data_Expedicao_RNE__c;Status_da_Conta__c;Caldeira__c;Corporativo__c;Cozinha_Industrial__c;Ecodriyer__c;Forno__c;Gerador_Eletrico__c;Key_Account__c;Orgao_Publico__c;SMG__c;TPC__c;Usina_de_Asfalto__c;Venda_Spot__c;Condicao_de_Pagamento__c;Escritorio_de_Vendas2__c;Grupo_Clientes2__c;Grupo_de_Contas2__c;Subsegmento__c;Estabelecimento_Unidade_de_Negocio_SHV__c;Consultor_Remunerado_pela_Prospec_o__c;OwnerId;Vendedor_VIc;Latitude__c;Longitude__c;Mesorregiao__c;BairroCapexc;Cidade_Satelite__c;Complemento2c;Nome_Fantasia_Apelidoc;Condicoes_de_abastecimentoc;Rua_nc;Mes_de_Reajustec;Cidadec;Paisc;Name;Regiao__c;Numero_do_Documento__c;Numero__c;Codigo_Parceiro_Negocio__c;RecordTypeId;Segmentoc;ShippingCity;ShippingCountry;ShippingPostalCode;ShippingState;ShippingStreet;Tipoc;Ativacao_de_clientec;Inativacao_de_Clientec;Dados_Adicionaisc;Politica_de_Relacionamentoc;Volume_Potencial__c;Id
IGUABA GRANDE;BR;28960-000;RJ;AV BARTOLAY 0 CIDADE NOVA QUADRAB LOTE 31;28960-000;0003939600;0003939600;12309562;1/881982;;00000000000000000000;NULL;RJ;2021-12-06;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hSIAR;a0xF000001OjAB9IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvhMAF;a0BA000000BkukPMAR;NULL;0051Y00000AXRb1QAH;0051Y00000AXRb1QAH;;;NULL;CIDADE NOVA;;QUADRAB LOTE 31;TH DO GAS;Entregando;AV BARTOLAY;;IGUABA GRANDE;BR;F M DE SOUZA DO ROSARIO;NULL;44478955000124;0;NULL;012A0000000ernRIAQ;a0AF000000KjxfyMAB;IGUABA GRANDE;BR;28960-000;RJ;AV BARTOLAY 0 CIDADE NOVA QUADRAB LOTE 31;Pessoa Jurídica;NOVO NEGÓCIO;;;;7.800;0014z00001jUAzPAAW
RECIFE;BR;51020-210;PE;"R PADRE BERNARDINO PESSOA 277 BOA VIAGEM ";51020-210;0000933780;0000933780;ISENTO;ISENTO;;00000000000000000000;NULL;PE;NULL;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hPIAR;a0xF000001OjABYIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvpMAF;a0B4z00001PwiM2EAJ;005F0000005MHuBIAW;005F0000005MHuBIAW;NULL;;;NULL;BOA VIAGEM;;;CONDOMINIO DO EDIFICIO GOLDEN RIVER;Entregando;R PADRE BERNARDINO PESSOA;;RECIFE;BR;CONDOMINIO DO EDIFICIO GOLDEN RIVER;NULL;07130036000139;277;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;RECIFE;BR;51020-210;PE;"R PADRE BERNARDINO PESSOA 277 BOA VIAGEM ";Pessoa Jurídica;;;;;00000;001A000000d7i6SIAQ
JOAO PESSOA;BR;58013-360;PB;"AV CAMILO DE HOLANDA 19 CENTRO ";58013-360;0001114518;0001114518;161648673;ISENTO;;00000000000000000000;NULL;PB;NULL;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hPIAR;a0xF000001OjABYIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0B4z00001PwiLwEAJ;005F0000005NSRKIA4;005F0000005NSRKIA4;NULL;;;NULL;CENTRO;;;ZENY DOCES E SALGADOS;Entregando;AV CAMILO DE HOLANDA;;JOAO PESSOA;BR;GG INDUSTRIA E COMERCIO DE ALIM LTD;NULL;07613248000410;19;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;JOAO PESSOA;BR;58013-360;PB;"AV CAMILO DE HOLANDA 19 CENTRO ";Pessoa Jurídica;;;;C;0.39;001A000000d7oiIIAQ
COLOMBO;BR;83404-000;PR;"AVENIDA SAO GABRIEL 1746 CAMPO PEQUENO ";83404-000;0003711098;0003711098;9021408406;000000000054016010;;00000000000000000000;NULL;PR;2000-02-25;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjABGIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvmMAF;a0BA000000BkujyMAB;0051Y00000AXR2VQAX;0051Y00000AXR2VQAX;NULL;;;NULL;CAMPO PEQUENO;;;VITEC;Entregando;AVENIDA SAO GABRIEL;07 JULHO;COLOMBO;BR;VITEC INSTRUMENTACAO INDUSTRIAL LTD;NULL;03701592000167;1746;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;COLOMBO;BR;83404-000;PR;"AVENIDA SAO GABRIEL 1746 CAMPO PEQUENO ";Pessoa Jurídica;NOVO NEGÓCIO;;;;0;0011Y00002s0ayQQAQ
UBERLANDIA;BR;38400-716;MG;"AVENIDA BRASIL 1178 APARECIDA ";38400-716;0001296881;0001296881;ISENTO;ISENTO;;00000000000000000000;NULL;MG;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hPIAR;a0xF000001OjABEIA3;a15F0000003QQafIAG;a17F000000R17A2IAJ;a0CF000000OdDvkMAF;a0BA000000BkujWMAR;005F0000001wEcVIAU;005F0000001wEcRIAU;NULL;;;NULL;APARECIDA;;;DAIANE MENDES MOREIRA;Entregando;AVENIDA BRASIL;;UBERLANDIA;BR;DAIANE MENDES MOREIRA;NULL;12140229606;1178;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;UBERLANDIA;BR;38400-716;MG;"AVENIDA BRASIL 1178 APARECIDA ";Pessoa Física;;;;;0;001F000001HZyJ6IAL
ALAGOINHAS;BR;48030-640;BA;"AV AYRTON SENNA DA SILVA 230 ALAGOINHAS VELHA ";48030-640;0003695663;0003695663;152138406;ISENTO;;00000000000000000000;NULL;BA;2018-09-25;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hdIAB;a0xF000001OjABUIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDw2MAF;a0BA000000BkujLMAR;005F0000001wHAOIA2;005F0000004WjGmIAK;NULL;;;NULL;ALAGOINHAS VELHA;;;ATRIO HOTEIS;Entregando;AV AYRTON SENNA DA SILVA;05 MAIO;ALAGOINHAS;BR;ATRIO HOTEIS S A;NULL;80732928004197;230;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;ALAGOINHAS;BR;48030-640;BA;"AV AYRTON SENNA DA SILVA 230 ALAGOINHAS VELHA ";Pessoa Jurídica;SUCESSÃO (TROCA TITULARIDADE);;;B;0.2;0011Y00002kKEfjQAG
NITEROI;BR;24360-200;RJ;"RUA TAPAJOS 149 SAO FRANCISCO ";24360-200;0002997016;0002997016;ISENTO;ISENTO;;00000000000000000000;NULL;RJ;2010-06-14;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hkIAB;a0xF000001OjAB8IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwDMAV;a0BA000000BkukCMAR;005F0000003T3eyIAC;0052A000008rh0IQAQ;NULL;;;NULL;SAO FRANCISCO;;;CRECHE ESCOLA JD FAZENDINHA UNIDADE;Entregando;RUA TAPAJOS;07 JULHO;NITEROI;BR;JARDIM FAZENDINHA LTDA MICROEMPRESA;NULL;27770403000257;149;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;NITEROI;BR;24360-200;RJ;"RUA TAPAJOS 149 SAO FRANCISCO ";Pessoa Jurídica;NOVO NEGÓCIO;;;;0.09;001F000001qBDVYIA4
RIO DE JANEIRO;BR;20261-232;RJ;R SANTA ALEXANDRINA 188 RIO COMPRIDO LOJA;20261-232;0001169613;0001169613;79344516;ISENTO;;00000000000000000000;NULL;RJ;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hPIAR;a0xF000001OjAB8IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BA000000Bkuk9MAB;005F0000001yKDGIA2;0052A000008NCOuQAO;NULL;;;NULL;RIO COMPRIDO;;LOJA;BATI PA TU RESTAURANTE LTDA ME;Entregando;R SANTA ALEXANDRINA;;RIO DE JANEIRO;BR;BATI PA TU RESTAURANTE LTDA ME;NULL;13287736000134;188;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;RIO DE JANEIRO;BR;20261-232;RJ;R SANTA ALEXANDRINA 188 RIO COMPRIDO LOJA;Pessoa Jurídica;;;;;00000;001F000000j7gnHIAQ
SERRA;BR;29175-271;ES;"AVENIDA MINAS GERAIS 573 JARDIM ATLANTICO ";29175-271;0003578840;0003578840;082663831;ISENTO;;00000000000000000000;NULL;ES;2009-09-02;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjABAIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwHMAV;a0BA000000BkukgMAB;005F0000002qTzJIAU;005F0000005OarsIAC;NULL;;;NULL;JARDIM ATLANTICO;;;MATERIAL DE CONSTRUCAO SOLMAR;Entregando;AVENIDA MINAS GERAIS;06 JUNHO;SERRA;BR;COMERCIAL SOLMAR LTDA ME;NULL;11123413000180;573;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;SERRA;BR;29175-271;ES;"AVENIDA MINAS GERAIS 573 JARDIM ATLANTICO ";Pessoa Jurídica;NOVO NEGÓCIO;;;;0.1;0012A00002B4ZeBQAV
RESENDE;BR;27524-510;RJ;"AV ANTONIO MARINS 1006 MIRANTE DAS AGULHAS ";27524-510;0003766527;0003766527;77827960;ISENTO;;00000000000000000000;NULL;RJ;2004-11-16;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjAB8IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwEMAV;a0BA000000Bkuk9MAB;005F0000007h27sIAA;005F0000001xjOCIAY;NULL;;;NULL;MIRANTE DAS AGULHAS;;;MINI-MERCADO MIRANTE DAS AGULHAS LT;Entregando;AV ANTONIO MARINS;05 MAIO;RESENDE;BR;MINI-MERCADO MIRANTE DAS AGULHAS LT;NULL;07101724000170;1006;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;RESENDE;BR;27524-510;RJ;"AV ANTONIO MARINS 1006 MIRANTE DAS AGULHAS ";Pessoa Jurídica;NOVO NEGÓCIO;;;C;0;0011Y000035gm0qQAA
NOVA IGUACU;BR;26023-310;RJ;EST DEPUTADO DARCILIO AYRES RAUNHETTI 150 VILA SAO;26023-310;0001103714;0001103714;78839414;ISENTO;;00000000000000000000;NULL;RJ;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hWIAR;a0xF000001OjAB8IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwEMAV;a0BA000000BkukKMAR;005F0000001yKDlIAM;005F0000001yKDlIAM;NULL;;;NULL;VILA SAO TEODORO;;ENTR S P RUA PROFA M P DE C S N;REAL DE EDEN MAXI REDE DE SUPERMERC;Entregando;EST DEPUTADO DARCILIO AYRES RAUNHETTI 150 VILA SAO;;NOVA IGUACU;BR;SUPER MERCADO REAL DE EDEN LTDA;NULL;28800001002183;150;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;NOVA IGUACU;BR;26023-310;RJ;EST DEPUTADO DARCILIO AYRES RAUNHETTI 150 VILA SAO;Pessoa Jurídica;;;;;0.585;001A000000d7FPrIAM
ACAIACA;BR;35438-000;MG;"ROD MG 262 KM 34  ZONA RURAL ";35438-000;0003781639;0003781639;0043248220023;ISENTO;;00000000000000000000;NULL;MG;2005-03-30;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hjIAB;a0xF000001OjABCIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BA000000BkujYMAR;005F0000002mgKcIAI;005F0000002mgKcIAI;NULL;;;NULL;ZONA RURAL;;;BAR E RESTAURANTE FOGAO A LENHA LTD;Entregando;ROD MG 262 KM 34;07 JULHO;ACAIACA;BR;BAR E RESTAURANTE FOGAO A LENHA LTD;NULL;07292351000162;NULL;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;ACAIACA;BR;35438-000;MG;"ROD MG 262 KM 34  ZONA RURAL ";Pessoa Jurídica;NOVO NEGÓCIO;;;B;0.400;0011Y000037CNTrQAO
SANTO ANDRE;BR;09111-310;SP;AV ALEXANDRE DE GUSMAO 29 VILA HOMERO THON BLOCO B;09111-310;0001059148;0001059148;626436549110;ISENTO;;00000000000000000000;NULL;SP;NULL;NULL;Inativo;false;false;false;false;true;false;false;false;false;false;false;false;a0nF000000P34hoIAB;a0xF000001OjAB0IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwDMAV;a0BA000000Bkul4MAB;005F0000001vkguIAA;005F0000001vkhJIAQ;NULL;;;NULL;VILA HOMERO THON;;BLOCO B;TIM CELULAR S A;Entregando;AV ALEXANDRE DE GUSMAO;07 JULHO;SANTO ANDRE;BR;TIM CELULAR S A;NULL;04206050009803;29;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;SANTO ANDRE;BR;09111-310;SP;AV ALEXANDRE DE GUSMAO 29 VILA HOMERO THON BLOCO B;Pessoa Jurídica;;;;B;00004;001A000000d7qYlIAI
TERESOPOLIS;BR;25977-060;RJ;ESTRADA DAS OLIVEIRAS 545 ALBUQUERQUE 545 ALBUQUER;25977-060;0003667074;0003667074;ISENTO;ISENTO;;00000000000000000000;NULL;RJ;1987-04-27;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjAB8IAN;a15F0000003QQafIAG;a17F000000R17A2IAJ;a0CF000000OdDvkMAF;a0BA000000Bkuk9MAB;005F0000001xi6HIAQ;0054z00000AK8oYAAT;NULL;;;NULL;ALBUQUERQUE;;;EDSON CAVINA RODRIGUES;Entregando;ESTRADA DAS OLIVEIRAS 545 ALBUQUERQUE;10 OUTUBRO;TERESOPOLIS;BR;EDSON CAVINA RODRIGUES;NULL;05835898711;545;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;TERESOPOLIS;BR;25977-060;RJ;ESTRADA DAS OLIVEIRAS 545 ALBUQUERQUE 545 ALBUQUER;Pessoa Física;NOVO NEGÓCIO;;PREDIO;C;0.31;0012A00002TRg3UQAT
PETROPOLIS;BR;25640-020;RJ;"RUA PRIMEIRO DE MAIO 526 CASTELANEA ";25640-020;0001970233;0001970233;ISENTO;ISENTO;;00000000000000000000;NULL;RJ;1980-07-18;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjAB8IAN;a15F0000003QQafIAG;a17F000000R17A2IAJ;a0CF000000OdDvkMAF;a0BA000000BkukJMAR;;0052A000009xh7tQAA;NULL;;;NULL;CASTELANEA;;;ELIAS DE ALMEIDA DA SILVA;Entregando;RUA PRIMEIRO DE MAIO;05 MAIO;PETROPOLIS;BR;ELIAS DE ALMEIDA DA SILVA;NULL;05298057748;526;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;PETROPOLIS;BR;25640-020;RJ;"RUA PRIMEIRO DE MAIO 526 CASTELANEA ";Pessoa Física;NOVO NEGÓCIO;;;;0;001F000001mVixVIAS
HORIZONTE;BR;62880-162;CE;"AV JUVENAL DE CASTRO 305 CENTRO ";62880-162;0003652427;0003652427;063558050;ISENTO;;00000000000000000000;NULL;CE;2017-12-12;NULL;Inativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hdIAB;a0xF000001OjABaIAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0B4z00001PwiM7EAJ;005F0000001wSouIAE;0052A000009LAW4QAO;NULL;;;NULL;CENTRO;;;RESTAURANTE SKINA GOURMET;Entregando;AV JUVENAL DE CASTRO;08 AGOSTO;HORIZONTE;BR;A C DE SOUSA GONCALVES;NULL;72395031000108;305;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;HORIZONTE;BR;62880-162;CE;"AV JUVENAL DE CASTRO 305 CENTRO ";Pessoa Jurídica;NOVO NEGÓCIO;;;C;0.5;0012A00002NKk5sQAD
MAIQUINIQUE;BR;45770-000;BA;FAZENDA EMIDIA  ZONA RURAL LOTE E;45770-000;0003695272;0003695272;152855040;ISENTO;;00000000000000000000;NULL;BA;2018-10-24;NULL;Ativo;false;false;false;false;true;false;false;false;false;false;false;false;a0nF000000P34iqIAB;a0xF000001OjABWIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvqMAF;a0BA000000BkujJMAR;005F0000001wHASIA2;005F0000001wHASIA2;NULL;;;NULL;ZONA RURAL;;LOTE E;GRAFITE DO BRASIL;Entregando;FAZENDA EMIDIA;04 ABRIL;MAIQUINIQUE;BR;SAMACA BENEF E PROCESSAMENTOS LTDA;NULL;31851315000176;NULL;NULL;012A0000000ernMIAQ;a0AA0000005k9H9MAI;MAIQUINIQUE;BR;45770-000;BA;FAZENDA EMIDIA  ZONA RURAL LOTE E;Pessoa Jurídica;NOVO NEGÓCIO;;;A;70.00;0011Y00002kK1CwQAK
ITABIRA;BR;35900-426;MG;"R DOS ESCRITORES 86  GABIROBA 1 SECAO ";35900-426;0001315608;0001315608;ISENTO;ISENTO;;00000000000000000000;NULL;MG;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hPIAR;a0xF000001OjABCIA3;a15F0000003QQafIAG;a17F000000R17A2IAJ;a0CF000000OdDvkMAF;a0BA000000BkujZMAR;0051Y00000AVtedQAD;005F0000001d3xwIAA;NULL;;;NULL;GABIROBA 1 SECAO;;;MARIA DAS DORES SERAPIAO;Entregando;R DOS ESCRITORES 86;;ITABIRA;BR;MARIA DAS DORES SERAPIAO;NULL;78945429620;NULL;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;ITABIRA;BR;35900-426;MG;"R DOS ESCRITORES 86  GABIROBA 1 SECAO ";Pessoa Física;;;;;0;001F000001TLdfUIAT
BALNEARIO CAMBORIU;BR;88330-260;SC;"R RUA 3540 100 CENTRO 100 CENTRO ";88330-260;0001295451;0001295451;ISENTO;ISENTO;;00000000000000000000;NULL;SC;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjABGIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvpMAF;a0BA000000Bkuk2MAB;005F0000002L9BsIAK;0052A000008rKooQAE;NULL;;;NULL;CENTRO;;;COND RESID ACQUA DEL MARE;Entregando;R RUA 3540 100 CENTRO;09 SETEMBRO;BALNEARIO CAMBORIU;BR;COND RESID ACQUA DEL MARE;NULL;11910894000173;100;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;BALNEARIO CAMBORIU;BR;88330-260;SC;"R RUA 3540 100 CENTRO 100 CENTRO ";Pessoa Jurídica;;;;C;0.06;001F000001HY3JWIA1
GUARULHOS;BR;07222-050;SP;"RUA ARTHUR CARL SCHIMIDT 186 CUMBICA ";07222-050;0003698873;0003698873;336797620112;ISENTO;;00000000000000000000;NULL;SP;1966-07-18;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hlIAB;a0xF000001OjAB0IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwBMAV;a0BA000000Bkul4MAB;005F0000007fMsuIAE;005F0000004VfirIAC;NULL;;;NULL;CUMBICA;;;FANEM LTDA;Entregando;RUA ARTHUR CARL SCHIMIDT;05 MAIO;GUARULHOS;BR;FANEM LTDA;NULL;61100244000130;186;NULL;012A0000000ernMIAQ;a0AA0000005k9H9MAI;GUARULHOS;BR;07222-050;SP;"RUA ARTHUR CARL SCHIMIDT 186 CUMBICA ";Pessoa Jurídica;NOVO NEGÓCIO;;;C;0.310;0011Y00002kLU11QAG
SERRA;BR;29165-670;ES;R LINS DO REGO 14 PARQUE RESIDENCIAL LARANJEIRAS 1;29165-670;0003819196;0003819196;083480005;ISENTO;;00000000000000000000;NULL;ES;2018-04-23;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hdIAB;a0xF000001OjABAIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BA000000BkukgMAB;0051Y00000A3RVDQA3;005A0000001beeyIAA;NULL;;;NULL;PARQUE RESIDENCIAL LARANJEIRAS;;;E. DA GAMA POP GRILL RESTAURANTE EI;Entregando;R LINS DO REGO 14 PARQUE RESIDENCIAL LARANJEIRAS;01 JANEIRO;SERRA;BR;E. DA GAMA POP GRILL RESTAURANTE EI;NULL;30273297000120;14;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;SERRA;BR;29165-670;ES;R LINS DO REGO 14 PARQUE RESIDENCIAL LARANJEIRAS 1;Pessoa Jurídica;NOVO NEGÓCIO;;;C;0.300;0011Y00003FcYeGQAV
SAO LUIS;BR;65075-830;MA;R MARACACUME  PONTA DO FAROL GLEBA B;65075-830;0001203415;0001203415;ISENTO;ISENTO;;00000000000000000000;NULL;MA;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hlIAB;a0xF000001OjABcIAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvpMAF;a0BA000000BkujGMAR;005F0000001wSoaIAE;0054z000009OOhcAAG;NULL;;;NULL;PONTA DO FAROL;;GLEBA B;COND DO EDIFICIO FAROL DE SAO MARCO;Entregando;R MARACACUME;12 DEZEMBRO;SAO LUIS;BR;COND DO EDIFICIO FAROL DE SAO MARCO;NULL;14958776000123;NULL;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;SAO LUIS;BR;65075-830;MA;R MARACACUME  PONTA DO FAROL GLEBA B;Pessoa Jurídica;;;;C;0.326;001F000000o1DAJIA2
SAO PAULO;BR;03509-000;SP;AVENIDA MARCONDES DE BRITO 1563 VILA MATILDE A;03509-000;0003688960;0003688960;112414570112;ISENTO;;00000000000000000000;NULL;SP;1989-05-24;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hZIAR;a0xF000001OjAB0IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BA000000Bkul4MAB;0052A000008NsgWQAS;0054z00000ALBbtAAH;NULL;;;NULL;VILA MATILDE;;A;BAR E RESTAURANTE VADINHO LTDA;Entregando;AVENIDA MARCONDES DE BRITO;03 MARÇO;SAO PAULO;BR;BAR E RESTAURANTE VADINHO LTDA;NULL;60666047000110;1563;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;SAO PAULO;BR;03509-000;SP;AVENIDA MARCONDES DE BRITO 1563 VILA MATILDE A;Pessoa Jurídica;NOVO NEGÓCIO;;;C;0.2;0011Y00002lSVUyQAO
PAULINIA;BR;13140-031;SP;"R ARGEMIRO PIVA 456 REC SANTA CATARINA ";13140-031;0003720210;0003720210;513446771111;ISENTO;;00000000000000000000;NULL;SP;2003-10-28;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hzIAB;a0xF000001OjAB6IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwEMAV;a0BA000000Bkul7MAB;005F0000007yvxzIAA;005F0000005NUCvIAO;NULL;;;NULL;REC SANTA CATARINA;;;SUPERMERCADO JD CALEGARIS LTDA;Entregando;R ARGEMIRO PIVA;10 OUTUBRO;PAULINIA;BR;SUPERMERCADO JD CALEGARIS LTDA;NULL;54255906000267;456;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;PAULINIA;BR;13140-031;SP;"R ARGEMIRO PIVA 456 REC SANTA CATARINA ";Pessoa Jurídica;NOVO NEGÓCIO;;;B;0;0011Y00002s3bxpQAA
BELO HORIZONTE;BR;31140-250;MG;"R MANGANES 261 IPIRANGA ";31140-250;0001932923;0001932923;ISENTO;ISENTO;;00000000000000000000;NULL;MG;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;NULL;a0xF000001OjABCIA3;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDvpMAF;a0BA000000BkujYMAR;005F0000007f7eTIAQ;005F0000007f7eTIAQ;NULL;;;NULL;IPIRANGA;;;CONDOMINIO DO EDIFICIO GERSON VENTU;Entregando;R MANGANES;;BELO HORIZONTE;BR;CONDOMINIO DO EDIFICIO GERSON VENTU;NULL;05874689000105;261;NULL;012A0000000ernMIAQ;a0AA0000005k9H8MAI;BELO HORIZONTE;BR;31140-250;MG;"R MANGANES 261 IPIRANGA ";Pessoa Jurídica;;;;;0.03;001A000000d7VgrIAE
RIO DE JANEIRO;BR;21921-650;RJ;R COATATA 183 ILHA DO GOVERNADOR PARTE CACUIA;21921-650;0001048570;0001048570;86387204;ISENTO;;00000000000000000000;NULL;RJ;NULL;NULL;Ativo;false;false;false;false;false;false;false;false;false;false;false;false;a0nF000000P34hSIAR;a0xF000001OjAB8IAN;a15F0000003QQafIAG;a17F000000R17A3IAJ;a0CF000000OdDwCMAV;a0BA000000Bkuk9MAB;005F0000004tFZ9IAM;005F0000001yKDlIAM;NULL;;;NULL;ILHA DO GOVERNADOR;;PARTE CACUIA;PRINCESINHA NICOLE L E REFEIC LTDA;Entregando;R COATATA;;RIO DE JANEIRO;BR;PRINCESINHA NICOLE L E REFEIC LTDA;NULL;02411505000174;183;NULL;012A0000000ernMIAQ;a0AA0000005k9HBMAY;RIO DE JANEIRO;BR;21921-650;RJ;R COATATA 183 ILHA DO GOVERNADOR PARTE CACUIA;Pessoa Jurídica;;;;;0.095;001A000000d7eG8IAI
